WKT,ID
"MULTIPOLYGON (((-1.10661834 50.80098210,-1.10660510 50.80098448,-1.10660270 50.80097993,-1.10652948 50.80099433,-1.10652202 50.80099583,-1.10652403 50.80100040,-1.10651088 50.80100299,-1.10650818 50.80099849,-1.10646063 50.80100744,-1.10640448 50.80089530,-1.10654891 50.80086697,-1.10654663 50.80086197,-1.10656009 50.80085938,-1.10656251 50.80086417,-1.10683334 50.80081106,-1.10683109 50.80080600,-1.10684461 50.80080349,-1.10684727 50.80080847,-1.10711825 50.80075562,-1.10711610 50.80075067,-1.10712910 50.80074814,-1.10713175 50.80075285,-1.10727563 50.80072478,-1.10733101 50.80083795,-1.10728126 50.80084783,-1.10728286 50.80085266,-1.10726975 50.80085497,-1.10726745 50.80085064,-1.10718631 50.80086634,-1.10718834 50.80087122,-1.10717516 50.80087352,-1.10717269 50.80086906,-1.10709203 50.80088484,-1.10709396 50.80088963,-1.10708069 50.80089197,-1.10707831 50.80088742,-1.10699657 50.80090356,-1.10699860 50.80090822,-1.10698570 50.80091078,-1.10698314 50.80090611,-1.10680654 50.80094032,-1.10680851 50.80094536,-1.10679540 50.80094773,-1.10679288 50.80094316,-1.10671136 50.80095911,-1.10671328 50.80096380,-1.10670044 50.80096616,-1.10669769 50.80096145,-1.10661650 50.80097742,-1.10661834 50.80098210)))",BLD-1063
"MULTIPOLYGON (((-1.10867548 50.80107617,-1.10877139 50.80105727,-1.10875362 50.80102008,-1.10873730 50.80102317,-1.10865735 50.80103827,-1.10867548 50.80107617,-1.10867548 50.80107617)))",BLD-1086
"MULTIPOLYGON (((-1.10762232 50.80078104,-1.10762462 50.80078578,-1.10761149 50.80078835,-1.10760867 50.80078370,-1.10753901 50.80079742,-1.10754103 50.80080214,-1.10752806 50.80080460,-1.10752526 50.80080011,-1.10745571 50.80081359,-1.10745715 50.80081858,-1.10744494 50.80082104,-1.10744186 50.80081636,-1.10741213 50.80082210,-1.10735721 50.80070889,-1.10738603 50.80070317,-1.10738393 50.80069859,-1.10739714 50.80069593,-1.10739980 50.80070041,-1.10746936 50.80068699,-1.10746730 50.80068221,-1.10748043 50.80067964,-1.10748320 50.80068423,-1.10755299 50.80067060,-1.10755053 50.80066580,-1.10756423 50.80066313,-1.10756677 50.80066790,-1.10763665 50.80065420,-1.10763424 50.80064933,-1.10764778 50.80064675,-1.10765039 50.80065127,-1.10771901 50.80063796,-1.10771656 50.80063322,-1.10773037 50.80063061,-1.10773283 50.80063537,-1.10780278 50.80062169,-1.10780026 50.80061693,-1.10781393 50.80061414,-1.10781652 50.80061900,-1.10788640 50.80060529,-1.10788433 50.80060050,-1.10789798 50.80059774,-1.10790034 50.80060255,-1.10796951 50.80058893,-1.10796712 50.80058406,-1.10798065 50.80058140,-1.10804054 50.80070416,-1.10802786 50.80070664,-1.10802556 50.80070190,-1.10795548 50.80071565,-1.10795781 50.80072040,-1.10794488 50.80072293,-1.10794264 50.80071816,-1.10787235 50.80073196,-1.10787460 50.80073671,-1.10786148 50.80073930,-1.10785882 50.80073455,-1.10778874 50.80074831,-1.10779073 50.80075309,-1.10777788 50.80075570,-1.10777523 50.80075097,-1.10770632 50.80076454,-1.10770795 50.80076942,-1.10769486 50.80077199,-1.10769221 50.80076731,-1.10762232 50.80078104)))",BLD-1062
"MULTIPOLYGON (((-1.11031348 50.79966948,-1.11030521 50.79966109,-1.11029756 50.79966373,-1.11028461 50.79964865,-1.11028461 50.79964865,-1.11025563 50.79961795,-1.11018918 50.79954647,-1.11020336 50.79954112,-1.11019430 50.79953150,-1.11019566 50.79953092,-1.11017492 50.79950845,-1.11015919 50.79951400,-1.11013407 50.79948707,-1.11013806 50.79948560,-1.11011019 50.79945581,-1.11010613 50.79945734,-1.11008418 50.79943399,-1.11008842 50.79943239,-1.11006064 50.79940248,-1.11005589 50.79940389,-1.10988334 50.79921794,-1.10986081 50.79922633,-1.10981723 50.79924285,-1.10980810 50.79924627,-1.10980699 50.79924513,-1.10977012 50.79925928,-1.10977113 50.79926016,-1.10976176 50.79926371,-1.10971807 50.79928014,-1.10969547 50.79928864,-1.10986869 50.79947444,-1.10986502 50.79947585,-1.10989220 50.79950588,-1.10989545 50.79950473,-1.10989873 50.79950843,-1.10988569 50.79951396,-1.10988130 50.79950930,-1.10982745 50.79952938,-1.10985014 50.79955392,-1.10990499 50.79953359,-1.10990120 50.79952871,-1.10991309 50.79952468,-1.10991620 50.79952814,-1.10991412 50.79952899,-1.10994206 50.79955893,-1.10994620 50.79955773,-1.11011110 50.79973497,-1.11010395 50.79973801,-1.11011386 50.79974884,-1.11012682 50.79976242,-1.11013948 50.79977625,-1.11017195 50.79981093,-1.11018480 50.79982454,-1.11019758 50.79983818,-1.11020772 50.79984891,-1.11021398 50.79984659,-1.11021351 50.79984587,-1.11040031 50.79977657,-1.11040129 50.79977752,-1.11041096 50.79977390,-1.11040226 50.79976460,-1.11039194 50.79975366,-1.11039064 50.79975192,-1.11039899 50.79974888,-1.11038163 50.79973016,-1.11037322 50.79973342,-1.11037054 50.79973061,-1.11034581 50.79970436,-1.11034341 50.79970133,-1.11035183 50.79969808,-1.11033457 50.79967942,-1.11032581 50.79968274,-1.11032454 50.79968118,-1.11031348 50.79966948)))",BLD-1040
"MULTIPOLYGON (((-1.10931399 50.80006783,-1.10930431 50.80005806,-1.10913462 50.79988310,-1.10913552 50.79988133,-1.10913539 50.79987892,-1.10904277 50.79978349,-1.10903752 50.79978225,-1.10886699 50.79960741,-1.10867701 50.79968112,-1.10884655 50.79985686,-1.10884566 50.79985862,-1.10884569 50.79986056,-1.10884626 50.79986216,-1.10893653 50.79995543,-1.10893765 50.79995587,-1.10894113 50.79995685,-1.10894398 50.79995713,-1.10911409 50.80013203,-1.10928938 50.80006386,-1.10929916 50.80007371,-1.10931399 50.80006783)))",BLD-1035
"MULTIPOLYGON (((-1.10964162 50.79944218,-1.10956238 50.79935575,-1.10955899 50.79935637,-1.10947056 50.79925830,-1.10916038 50.79937307,-1.10916288 50.79937627,-1.10916769 50.79937442,-1.10921134 50.79942138,-1.10916337 50.79943976,-1.10926071 50.79954385,-1.10930505 50.79952730,-1.10935893 50.79958615,-1.10936177 50.79958926,-1.10936263 50.79958886,-1.10967191 50.79947502,-1.10971167 50.79946038,-1.10968192 50.79942775,-1.10964162 50.79944218)))",BLD-1039
"MULTIPOLYGON (((-1.11055034 50.79894122,-1.11051422 50.79890215,-1.11046251 50.79892137,-1.11046325 50.79892194,-1.11044390 50.79892960,-1.11044581 50.79893136,-1.11042339 50.79893959,-1.11042165 50.79893807,-1.10989975 50.79913468,-1.10990131 50.79913653,-1.11038350 50.79965177,-1.11059986 50.79957143,-1.11059921 50.79957057,-1.11099665 50.79942135,-1.11097922 50.79940067,-1.11094411 50.79935898,-1.11094411 50.79935898,-1.11087203 50.79928124,-1.11098204 50.79923937,-1.11097180 50.79922841,-1.11097033 50.79922880,-1.11092695 50.79918175,-1.11092773 50.79918150,-1.11091842 50.79917251,-1.11091774 50.79917279,-1.11078073 50.79902800,-1.11078119 50.79902768,-1.11071825 50.79896099,-1.11070527 50.79896515,-1.11070527 50.79896515,-1.11060620 50.79900183,-1.11055034 50.79894122,-1.11055034 50.79894122)))",BLD-1041
"MULTIPOLYGON (((-1.11086186 50.80012694,-1.11085417 50.80011860,-1.11085547 50.80011796,-1.11083140 50.80009219,-1.11082979 50.80009298,-1.11082229 50.80008471,-1.11082342 50.80008429,-1.11081276 50.80007244,-1.11081112 50.80007303,-1.11080546 50.80006636,-1.11080654 50.80006585,-1.11078591 50.80004338,-1.11078397 50.80004374,-1.11077791 50.80003740,-1.11077931 50.80003686,-1.11076877 50.80002515,-1.11076697 50.80002580,-1.11075939 50.80001749,-1.11076085 50.80001677,-1.11073754 50.79999154,-1.11073586 50.79999211,-1.11072816 50.79998359,-1.11072931 50.79998322,-1.11070599 50.79995774,-1.11070458 50.79995823,-1.11069663 50.79994993,-1.11069774 50.79994956,-1.11068700 50.79993767,-1.11068546 50.79993826,-1.11067973 50.79993169,-1.11068123 50.79993099,-1.11065998 50.79990852,-1.11065838 50.79990903,-1.11065227 50.79990276,-1.11065355 50.79990203,-1.11064272 50.79989053,-1.11064138 50.79989101,-1.11063351 50.79988247,-1.11063496 50.79988202,-1.11061096 50.79985647,-1.11060951 50.79985690,-1.11060189 50.79984853,-1.11060309 50.79984794,-1.11058100 50.79982404,-1.11057985 50.79982442,-1.11057163 50.79981608,-1.11058200 50.79981209,-1.11058283 50.79981279,-1.11061007 50.79980270,-1.11060941 50.79980197,-1.11062147 50.79979752,-1.11065701 50.79978402,-1.11066839 50.79977981,-1.11066957 50.79978068,-1.11069672 50.79977006,-1.11069623 50.79976946,-1.11071085 50.79976413,-1.11071167 50.79976517,-1.11073835 50.79975464,-1.11073801 50.79975405,-1.11075020 50.79974966,-1.11075092 50.79975055,-1.11078602 50.79973736,-1.11078533 50.79973650,-1.11079703 50.79973184,-1.11079779 50.79973289,-1.11082576 50.79972228,-1.11082466 50.79972147,-1.11083929 50.79971612,-1.11084012 50.79971726,-1.11086776 50.79970654,-1.11086673 50.79970588,-1.11087885 50.79970164,-1.11091400 50.79968814,-1.11092548 50.79968399,-1.11092654 50.79968480,-1.11095413 50.79967439,-1.11095386 50.79967376,-1.11096379 50.79966958,-1.11097168 50.79967789,-1.11097063 50.79967892,-1.11099257 50.79970232,-1.11099392 50.79970194,-1.11100147 50.79971023,-1.11100016 50.79971079,-1.11102410 50.79973629,-1.11102560 50.79973602,-1.11103350 50.79974423,-1.11103203 50.79974472,-1.11104283 50.79975621,-1.11104425 50.79975595,-1.11105018 50.79976242,-1.11104896 50.79976313,-1.11106997 50.79978541,-1.11107158 50.79978523,-1.11107247 50.79978611,-1.11107719 50.79979142,-1.11107616 50.79979190,-1.11108693 50.79980376,-1.11108824 50.79980330,-1.11109569 50.79981148,-1.11109453 50.79981198,-1.11111814 50.79983762,-1.11111986 50.79983714,-1.11112710 50.79984525,-1.11112601 50.79984558,-1.11114959 50.79987136,-1.11115108 50.79987081,-1.11115856 50.79987898,-1.11115752 50.79987936,-1.11116869 50.79989156,-1.11116991 50.79989104,-1.11117559 50.79989690,-1.11117435 50.79989758,-1.11119629 50.79992103,-1.11119747 50.79992058,-1.11119849 50.79992158,-1.11120329 50.79992681,-1.11120261 50.79992717,-1.11121226 50.79993729,-1.11121296 50.79993704,-1.11122066 50.79994530,-1.11121961 50.79994567,-1.11122788 50.79995509,-1.11124327 50.79997137,-1.11124452 50.79997093,-1.11125196 50.79997892,-1.11125080 50.79997932,-1.11126218 50.79999135,-1.11127410 50.80000484,-1.11127577 50.80000449,-1.11128329 50.80001264,-1.11127360 50.80001666,-1.11127247 50.80001574,-1.11124490 50.80002610,-1.11124566 50.80002704,-1.11123389 50.80003149,-1.11123277 50.80003019,-1.11119755 50.80004350,-1.11119822 50.80004492,-1.11118698 50.80004895,-1.11118615 50.80004814,-1.11115838 50.80005844,-1.11115933 50.80005932,-1.11114480 50.80006481,-1.11114401 50.80006386,-1.11111676 50.80007399,-1.11111762 50.80007493,-1.11110565 50.80007964,-1.11110436 50.80007855,-1.11106907 50.80009156,-1.11106980 50.80009275,-1.11106675 50.80009399,-1.11105865 50.80009720,-1.11105736 50.80009561,-1.11102995 50.80010657,-1.11103067 50.80010745,-1.11101679 50.80011275,-1.11101582 50.80011182,-1.11098765 50.80012233,-1.11098857 50.80012316,-1.11097687 50.80012756,-1.11094126 50.80014073,-1.11092942 50.80014523,-1.11092876 50.80014463,-1.11090110 50.80015468,-1.11090143 50.80015538,-1.11089211 50.80015929,-1.11088405 50.80015123,-1.11088546 50.80015061,-1.11086320 50.80012655,-1.11086186 50.80012694)))",BLD-1046
"MULTIPOLYGON (((-1.10908205 50.80107951,-1.10909379 50.80110418,-1.10905908 50.80111098,-1.10906039 50.80111399,-1.10886618 50.80115153,-1.10886618 50.80115153,-1.10886429 50.80114766,-1.10886429 50.80114766,-1.10871468 50.80117661,-1.10871468 50.80117661,-1.10871661 50.80118070,-1.10871661 50.80118070,-1.10852787 50.80121733,-1.10852535 50.80121643,-1.10852198 50.80121597,-1.10852127 50.80121593,-1.10852084 50.80121532,-1.10834422 50.80124973,-1.10834493 50.80125110,-1.10834352 50.80125203,-1.10834291 50.80125329,-1.10820780 50.80127953,-1.10814347 50.80129204,-1.10817321 50.80135395,-1.10818942 50.80138771,-1.10820587 50.80138453,-1.10835648 50.80135530,-1.10838622 50.80134954,-1.10838853 50.80135080,-1.10839144 50.80135110,-1.10839294 50.80135102,-1.10839349 50.80135158,-1.10857020 50.80131724,-1.10856989 50.80131672,-1.10857235 50.80131566,-1.10857389 50.80131400,-1.10857440 50.80131303,-1.10876277 50.80127641,-1.10876481 50.80128034,-1.10881586 50.80127044,-1.10886392 50.80126116,-1.10891471 50.80125125,-1.10891284 50.80124740,-1.10910681 50.80120946,-1.10910818 50.80121263,-1.10917515 50.80119960,-1.10918134 50.80121251,-1.10922414 50.80120414,-1.10921806 50.80119118,-1.10928754 50.80117765,-1.10928611 50.80117469,-1.10934419 50.80116336,-1.10935194 50.80117891,-1.10936175 50.80117699,-1.10936323 50.80117952,-1.10939085 50.80117410,-1.10938970 50.80117153,-1.10939955 50.80116958,-1.10939315 50.80115636,-1.10939188 50.80115372,-1.10948578 50.80113581,-1.10946233 50.80108731,-1.10943958 50.80104008,-1.10923717 50.80107950,-1.10923570 50.80107656,-1.10916948 50.80108945,-1.10916020 50.80107033,-1.10914431 50.80106740,-1.10908213 50.80107958,-1.10908205 50.80107951)))",BLD-1088
"MULTIPOLYGON (((-1.10913468 50.80087552,-1.10913525 50.80087654,-1.10882104 50.80093907,-1.10886962 50.80103696,-1.10899244 50.80101250,-1.10899288 50.80101333,-1.10903045 50.80100602,-1.10903000 50.80100496,-1.10919408 50.80097217,-1.10919460 50.80097342,-1.10922663 50.80096707,-1.10922242 50.80095835,-1.10922375 50.80095792,-1.10918243 50.80087529,-1.10918101 50.80087557,-1.10917650 50.80086683,-1.10913468 50.80087552,-1.10913468 50.80087552)))",BLD-1087
"MULTIPOLYGON (((-1.10999702 50.80077472,-1.10980820 50.80084862,-1.10997332 50.80102008,-1.10997571 50.80102810,-1.11006607 50.80112186,-1.11007605 50.80112647,-1.11024253 50.80129831,-1.11043246 50.80122415,-1.11026325 50.80104925,-1.11026424 50.80104753,-1.11026451 50.80104567,-1.11026446 50.80104474,-1.11017337 50.80095069,-1.11017161 50.80094996,-1.11016588 50.80094834,-1.10999702 50.80077472)))",BLD-1058
"MULTIPOLYGON (((-1.10841476 50.80038653,-1.10840618 50.80036940,-1.10831643 50.80038695,-1.10834325 50.80044172,-1.10844233 50.80042267,-1.10842345 50.80038479,-1.10841476 50.80038653,-1.10841476 50.80038653)))",BLD-1033
"MULTIPOLYGON (((-1.10863956 50.80034478,-1.10863851 50.80034257,-1.10863832 50.80034216,-1.10863909 50.80034165,-1.10851491 50.80009401,-1.10828978 50.80014036,-1.10840222 50.80036398,-1.10840333 50.80036372,-1.10841476 50.80038653,-1.10844560 50.80038035,-1.10844631 50.80038149,-1.10846347 50.80037814,-1.10863956 50.80034478,-1.10863956 50.80034478)))",BLD-1034
"MULTIPOLYGON (((-1.11088362 50.80048086,-1.11082179 50.80041435,-1.11095206 50.80036529,-1.11101454 50.80043177,-1.11088362 50.80048086,-1.11088362 50.80048086)))",BLD-1048C
"MULTIPOLYGON (((-1.11017323 50.80066608,-1.11016393 50.80065643,-1.11016462 50.80065617,-1.11016129 50.80065319,-1.11015958 50.80065360,-1.11013340 50.80062650,-1.11013476 50.80062564,-1.11009350 50.80058279,-1.11009062 50.80058348,-1.11007298 50.80056536,-1.11007189 50.80056524,-1.11005591 50.80054870,-1.11005622 50.80054815,-1.10998769 50.80047714,-1.10998660 50.80047677,-1.10996981 50.80045952,-1.10996995 50.80045884,-1.10992968 50.80041732,-1.10992866 50.80041716,-1.10991276 50.80040073,-1.10991294 50.80040012,-1.10990832 50.80039373,-1.10990971 50.80039296,-1.10990969 50.80039255,-1.10995403 50.80037495,-1.10994039 50.80036096,-1.10993909 50.80036122,-1.10992625 50.80034708,-1.10992690 50.80034694,-1.10991184 50.80033126,-1.10991062 50.80033180,-1.10988392 50.80030386,-1.10988469 50.80030330,-1.10987264 50.80029080,-1.10987139 50.80029123,-1.10985802 50.80027723,-1.10985910 50.80027690,-1.10984529 50.80026261,-1.10980032 50.80028014,-1.10979985 50.80027990,-1.10979722 50.80028020,-1.10979173 50.80027477,-1.10979049 50.80027470,-1.10977462 50.80025795,-1.10977476 50.80025724,-1.10973481 50.80021596,-1.10973378 50.80021566,-1.10971699 50.80019849,-1.10971730 50.80019765,-1.10971637 50.80019670,-1.10967724 50.80015669,-1.10967618 50.80015632,-1.10966020 50.80014001,-1.10966032 50.80013936,-1.10961322 50.80009127,-1.10950619 50.80013277,-1.10969131 50.80032278,-1.10968765 50.80032427,-1.10968747 50.80032391,-1.10972890 50.80036656,-1.10973273 50.80036528,-1.10976066 50.80039243,-1.10975624 50.80039430,-1.10979760 50.80043720,-1.10980079 50.80043626,-1.10998339 50.80062565,-1.10998072 50.80062679,-1.11002267 50.80066978,-1.11003006 50.80066710,-1.11005625 50.80069406,-1.11004869 50.80069705,-1.11020392 50.80085360,-1.11031155 50.80081131,-1.11017323 50.80066608,-1.11017323 50.80066608)))",BLD-1051
"MULTIPOLYGON (((-1.11036337 50.80080993,-1.11036679 50.80081360,-1.11036191 50.80081598,-1.11038420 50.80083828,-1.11038903 50.80083593,-1.11039293 50.80083985,-1.11038796 50.80084210,-1.11040317 50.80085785,-1.11040939 50.80085599,-1.11041294 50.80085975,-1.11040767 50.80086247,-1.11042490 50.80088046,-1.11043051 50.80087849,-1.11043432 50.80088256,-1.11042958 50.80088457,-1.11044714 50.80090284,-1.11045226 50.80090107,-1.11045608 50.80090501,-1.11045130 50.80090697,-1.11046865 50.80092550,-1.11047384 50.80092366,-1.11047756 50.80092775,-1.11047255 50.80092975,-1.11048969 50.80094812,-1.11049529 50.80094624,-1.11049909 50.80095000,-1.11049408 50.80095249,-1.11051149 50.80097067,-1.11051700 50.80096891,-1.11052067 50.80097243,-1.11051510 50.80097463,-1.11053310 50.80099309,-1.11053866 50.80099138,-1.11054224 50.80099514,-1.11053717 50.80099732,-1.11055504 50.80101561,-1.11056055 50.80101380,-1.11056433 50.80101744,-1.11055910 50.80101966,-1.11057692 50.80103792,-1.11058289 50.80103646,-1.11058603 50.80103976,-1.11058073 50.80104196,-1.11059865 50.80106038,-1.11060437 50.80105882,-1.11060775 50.80106216,-1.11060231 50.80106423,-1.11062068 50.80108277,-1.11062617 50.80108125,-1.11062965 50.80108476,-1.11062450 50.80108687,-1.11064315 50.80110602,-1.11064811 50.80110397,-1.11065145 50.80110740,-1.11064753 50.80110878,-1.11064973 50.80111095,-1.11064354 50.80111402,-1.11064079 50.80111065,-1.11060992 50.80112256,-1.11061325 50.80112599,-1.11060769 50.80112815,-1.11060416 50.80112466,-1.11057471 50.80113640,-1.11057738 50.80113985,-1.11057135 50.80114221,-1.11056830 50.80113852,-1.11053793 50.80115060,-1.11054093 50.80115415,-1.11053499 50.80115627,-1.11053217 50.80115322,-1.11050191 50.80116468,-1.11050457 50.80116809,-1.11049842 50.80117043,-1.11049442 50.80116808,-1.11049210 50.80116944,-1.11048863 50.80116579,-1.11049355 50.80116335,-1.11047606 50.80114513,-1.11047042 50.80114688,-1.11046665 50.80114290,-1.11047175 50.80114070,-1.11045439 50.80112241,-1.11044915 50.80112421,-1.11044510 50.80112047,-1.11045018 50.80111823,-1.11043195 50.80109914,-1.11042705 50.80110151,-1.11042330 50.80109789,-1.11042840 50.80109570,-1.11041213 50.80107905,-1.11041069 50.80107757,-1.11040526 50.80107916,-1.11040164 50.80107563,-1.11040659 50.80107334,-1.11040007 50.80106669,-1.11038878 50.80105510,-1.11038338 50.80105681,-1.11037961 50.80105324,-1.11038467 50.80105095,-1.11037670 50.80104283,-1.11036673 50.80103274,-1.11036138 50.80103442,-1.11035791 50.80103087,-1.11036271 50.80102855,-1.11035178 50.80101729,-1.11034490 50.80101048,-1.11033908 50.80101212,-1.11033582 50.80100855,-1.11034086 50.80100621,-1.11032824 50.80099367,-1.11032298 50.80098798,-1.11031833 50.80098952,-1.11031443 50.80098606,-1.11031969 50.80098352,-1.11030252 50.80096532,-1.11029670 50.80096718,-1.11029308 50.80096328,-1.11029816 50.80096103,-1.11028064 50.80094289,-1.11027487 50.80094438,-1.11027149 50.80094092,-1.11027659 50.80093881,-1.11025861 50.80092014,-1.11025383 50.80092215,-1.11024989 50.80091835,-1.11025458 50.80091608,-1.11023691 50.80089759,-1.11023182 50.80089968,-1.11022810 50.80089598,-1.11023284 50.80089363,-1.11021515 50.80087556,-1.11020950 50.80087772,-1.11020559 50.80087386,-1.11020966 50.80087225,-1.11020702 50.80086941,-1.11021291 50.80086696,-1.11021650 50.80087043,-1.11024677 50.80085861,-1.11024340 50.80085512,-1.11024953 50.80085294,-1.11025292 50.80085621,-1.11028271 50.80084458,-1.11027975 50.80084154,-1.11028587 50.80083919,-1.11028892 50.80084214,-1.11031893 50.80083043,-1.11031567 50.80082708,-1.11032183 50.80082489,-1.11032527 50.80082796,-1.11035529 50.80081624,-1.11035195 50.80081281,-1.11035839 50.80081055,-1.11035930 50.80081117,-1.11036314 50.80080981,-1.11036337 50.80080993)))",BLD-1052
"MULTIPOLYGON (((-1.10970008 50.80073603,-1.10951341 50.80054372,-1.10951027 50.80054388,-1.10950755 50.80054298,-1.10950584 50.80054183,-1.10940863 50.80044146,-1.10940792 50.80043962,-1.10940895 50.80043634,-1.10940940 50.80043579,-1.10922273 50.80024319,-1.10941126 50.80017031,-1.10959900 50.80036275,-1.10959951 50.80036278,-1.10960405 50.80036352,-1.10960656 50.80036442,-1.10963287 50.80039163,-1.10963420 50.80039133,-1.10967824 50.80043678,-1.10967769 50.80043705,-1.10970320 50.80046438,-1.10970361 50.80046622,-1.10970251 50.80046925,-1.10970231 50.80046952,-1.10988915 50.80066258,-1.10970008 50.80073603)))",BLD-1059
"MULTIPOLYGON (((-1.09418876 50.80261498,-1.09420284 50.80262936,-1.09424488 50.80261269,-1.09424749 50.80261160,-1.09424931 50.80261350,-1.09424703 50.80261459,-1.09424864 50.80261616,-1.09425082 50.80261514,-1.09425253 50.80261678,-1.09425026 50.80261787,-1.09429001 50.80265568,-1.09424852 50.80267340,-1.09429420 50.80271744,-1.09431637 50.80273760,-1.09435967 50.80271970,-1.09436032 50.80271944,-1.09436197 50.80272105,-1.09435959 50.80272203,-1.09436124 50.80272364,-1.09436383 50.80272269,-1.09436527 50.80272443,-1.09436303 50.80272535,-1.09444149 50.80280198,-1.09444412 50.80280103,-1.09444584 50.80280263,-1.09444322 50.80280370,-1.09444484 50.80280534,-1.09444744 50.80280426,-1.09444892 50.80280592,-1.09422463 50.80289814,-1.09411439 50.80279047,-1.09399240 50.80284124,-1.09385680 50.80289759,-1.09385304 50.80289920,-1.09385135 50.80289787,-1.09385530 50.80289618,-1.09385308 50.80289409,-1.09384930 50.80289571,-1.09384791 50.80289424,-1.09385153 50.80289263,-1.09377296 50.80281653,-1.09376894 50.80281821,-1.09376740 50.80281669,-1.09377192 50.80281472,-1.09377004 50.80281265,-1.09376516 50.80281458,-1.09376369 50.80281316,-1.09376864 50.80281102,-1.09374588 50.80278912,-1.09418876 50.80261498,-1.09418876 50.80261498)))",BLD-3003
"MULTIPOLYGON (((-1.09948506 50.80230582,-1.09976627 50.80248082,-1.09984187 50.80243179,-1.09956024 50.80225663,-1.09948506 50.80230582)))",BLD-N0239
"MULTIPOLYGON (((-1.09987654 50.80204801,-1.09975515 50.80195175,-1.09968290 50.80198615,-1.09967734 50.80198899,-1.09966606 50.80198028,-1.09963811 50.80199481,-1.09964945 50.80200334,-1.09950960 50.80207680,-1.09963126 50.80217318,-1.09987654 50.80204801)))",BLD-N0241
"MULTIPOLYGON (((-1.09997007 50.80181276,-1.09982486 50.80173254,-1.09983037 50.80172785,-1.09978181 50.80170006,-1.09976374 50.80171511,-1.09970944 50.80168660,-1.09965251 50.80172856,-1.09990090 50.80186408,-1.09997008 50.80181288,-1.09997007 50.80181276)))",BLD-N0243
"MULTIPOLYGON (((-1.09938634 50.80214677,-1.09933376 50.80218104,-1.09941264 50.80223043,-1.09937162 50.80225747,-1.09941792 50.80228596,-1.09951237 50.80222489,-1.09942484 50.80217064,-1.09942727 50.80216009,-1.09941330 50.80215247,-1.09939581 50.80215265,-1.09938638 50.80214680,-1.09938634 50.80214677)))",BLD-N0240
"MULTIPOLYGON (((-1.09877057 50.80212260,-1.09878622 50.80211620,-1.09880304 50.80213266,-1.09884185 50.80211625,-1.09880754 50.80208315,-1.09875367 50.80210708,-1.09877057 50.80212260)))",BLD-2046
"MULTIPOLYGON (((-1.10182925 50.80243892,-1.10183099 50.80247546,-1.10183197 50.80249195,-1.10186884 50.80249119,-1.10186939 50.80249403,-1.10196449 50.80249176,-1.10196457 50.80249265,-1.10196590 50.80249258,-1.10196530 50.80248855,-1.10204021 50.80248693,-1.10207829 50.80248611,-1.10207855 50.80243651,-1.10182925 50.80243892)))",BLD-2027B
"MULTIPOLYGON (((-1.10155481 50.80249105,-1.10155415 50.80247339,-1.10155418 50.80244921,-1.10176537 50.80244663,-1.10176624 50.80247498,-1.10176657 50.80248617,-1.10165622 50.80248735,-1.10165617 50.80249000,-1.10155484 50.80249105,-1.10155481 50.80249105)))",BLD-2027A
"MULTIPOLYGON (((-1.10004595 50.80200933,-1.10007919 50.80203514,-1.10007666 50.80203716,-1.10012650 50.80207655,-1.10013175 50.80207412,-1.10014660 50.80207511,-1.10016296 50.80206716,-1.10016474 50.80205759,-1.10018258 50.80204814,-1.10017888 50.80204510,-1.10021678 50.80202527,-1.10017067 50.80198904,-1.10015329 50.80199754,-1.10011953 50.80197167,-1.10004596 50.80200933,-1.10004595 50.80200933)))",BLD-N0238
"MULTIPOLYGON (((-1.10000911 50.80237413,-1.09989538 50.80236344,-1.09985742 50.80252330,-1.09997110 50.80253388,-1.10000911 50.80237413,-1.10000911 50.80237413)))",BLD-N0246
"MULTIPOLYGON (((-1.09996702 50.80186544,-1.09990578 50.80189617,-1.09990462 50.80189856,-1.09998583 50.80196220,-1.09998999 50.80196209,-1.10005098 50.80193121,-1.10005265 50.80192899,-1.09997088 50.80186498,-1.09996702 50.80186544)))",BLD-N0242
"MULTIPOLYGON (((-1.10435112 50.80156095,-1.10435068 50.80151515,-1.10412981 50.80151332,-1.10413025 50.80146446,-1.10437714 50.80146421,-1.10437715 50.80142832,-1.10448399 50.80142826,-1.10448508 50.80149006,-1.10450581 50.80148991,-1.10450549 50.80150902,-1.10448429 50.80150911,-1.10448487 50.80156169,-1.10435112 50.80156095,-1.10435112 50.80156095)))",BLD-1068
"MULTIPOLYGON (((-1.10413060 50.80180002,-1.10434917 50.80180101,-1.10434926 50.80175284,-1.10448571 50.80175347,-1.10448620 50.80180387,-1.10450674 50.80180385,-1.10450684 50.80182317,-1.10448548 50.80182325,-1.10448573 50.80185060,-1.10413142 50.80184935,-1.10413060 50.80180026,-1.10413060 50.80180002)))",BLD-1071
"MULTIPOLYGON (((-1.10413078 50.80170309,-1.10413103 50.80165802,-1.10448518 50.80165955,-1.10448531 50.80167928,-1.10450618 50.80167923,-1.10450631 50.80169846,-1.10448519 50.80169854,-1.10448572 50.80175359,-1.10434926 50.80175284,-1.10434877 50.80170384,-1.10413078 50.80170309)))",BLD-1070
